playerId,timestamp,score,dartsFired,balloonsPopped,head_movement,accuracy,leftControllerMovement,hand_movement,yaw_range,pitch_range,trigger_count,grip_count,grip_ratio,input_preference,score_per_throw,throws_per_s,controller_path,DevelopmentIndex,cluster_id
2f2b5eaf-497e-49bc-b2eb-0a51dfc2e3c9,2025-05-28T10:41:51.7812250Z,5495,243,182,-0.528707792962419,1.971696521040745,1.8459222316741943,-0.0924261522462001,0.1941651185319253,-1.8954280963379968,285,26,-1.1170387055432145,trigger-heavy,1.0144465854005271,1.3712299477653205,59.644508361816406,-3.7098691717925782,0
d7fc102e-cc55-4e74-bc00-da3775ba5cbe,2025-06-01T10:44:03.2957750Z,450,49,20,-1.4342288459999553,-0.1210184311619255,0.0196138694882392,-1.678249978981255,-3.6726835742339152,1.341601182400923,71,7,-1.1018148763215465,trigger-heavy,-0.7246402225746932,-1.7049540076518406,14.224772453308104,-4.093275270140831,3
447c0b19-a600-40c3-987f-6fa8c11a6803,2025-06-01T10:44:44.9141340Z,190,29,6,-1.4628754866853164,-1.356887361465496,0.0053828489035367,-1.5713049993851171,0.1415318780253078,-1.1361225388182867,6,35,0.7915644655075904,grip-heavy,-1.0654712273682807,-2.022086374189692,17.28779411315918,-0.885728659097347,3
f78e3fdd-31e4-416f-8dba-72615b6650f6,2025-06-01T10:48:49.7221210Z,2400,142,82,-0.0484563068395559,0.9185694258267206,3.099314451217652,-0.4852761578632265,0.1985190185053068,0.9521106271813012,6,194,1.0799192415701973,grip-heavy,0.2747875920013666,-0.2302885032508304,48.392852783203125,-0.3723826489593058,2
073ec056-6872-40c6-b88a-437b268a0e50,2025-06-01T10:49:51.8161690Z,855,35,20,-1.2542929897679826,0.8815046517486208,0.0910241603851318,-1.6931771068595798,-4.005160866499252,-0.7368499676361986,1,46,1.1015403833945985,grip-heavy,1.2495367979716936,-1.9269466642283368,13.797243118286133,-2.7274343649815846,3
114e34aa-c45e-48d7-b107-7c131accbd42,2025-06-01T10:50:18.5628890Z,235,14,5,-1.460278731201516,-0.4343069060089567,0.0026560281403362,-1.4923463908785657,-6.438352445981926,-0.6854755943693424,9,12,0.0920515316629914,mixed,0.2598054804420793,-2.228222412439296,19.54925537109375,-2.4262666844081333,3
1ec5003f-2750-40ff-9d46-dde493186b5c,2025-06-01T10:53:31.7235350Z,5300,228,153,-0.0228228179174117,1.493241417829129,17.142812728881836,0.3862192853643628,0.1883099545010196,0.0622436060215437,2,292,1.1374141876494528,grip-heavy,1.0963467071784565,1.1333806728619311,73.35343933105469,0.007569237267275,2
576f6eac-7bf1-478f-abdf-f24b2e67a9c1,2025-06-01T10:59:22.0740680Z,5820,220,117,-0.3520055105992148,0.6382789210964104,1.7335211038589478,-0.5147873837280798,0.2014091274709618,0.1274220457895331,408,6,-1.288325664145218,trigger-heavy,1.511895481972747,1.006527726246791,47.5476188659668,-2.793397479568923,0
4579adb7-7462-4541-9593-724533daa2c5,2025-06-01T11:04:37.9384780Z,3395,192,118,0.3396185507818542,1.1464941794362824,0.0439464151859283,0.1664337537995742,0.2015004680298439,1.0790871716341643,271,5,-1.2793455151018558,trigger-heavy,0.3759100596499442,0.5625424130937993,67.05854034423828,-1.9197873899567095,0
8558403e-6c5e-4c23-ad0f-faa613b2b42f,2025-06-01T11:10:42.4511020Z,3020,194,85,0.3473255658859698,0.0630787917483449,67.50382232666016,-0.340739437448693,0.2018775405934343,1.336592132375851,37,251,0.8358537574866917,grip-heavy,0.1019862945367405,0.594255649747583,52.53254318237305,0.7793610941756235,2
827c87e4-6066-41f5-8da7-43ae9db6cece,2025-06-01T11:16:44.3667850Z,1020,227,44,2.275945868936787,-1.437105952577594,0.8715602159500122,1.830043354457728,0.2015168624891305,0.2833465225474854,403,26,-1.1740328581387929,trigger-heavy,-1.332020198642872,1.117524054535039,114.70614624023438,4.3690623178333166,1
3c628add-9b4a-407b-8a9c-a9cd6b46ea02,2025-06-01T11:30:18.1971850Z,6260,214,149,-0.727890897404068,1.6480365340436385,8.755901336669922,-0.8242244534511418,0.1899283218391619,0.2188705876770987,230,8,-1.2409346254962157,trigger-heavy,1.874202576683284,0.9113880162854354,38.685001373291016,-4.441086510395063,0
715285bf-a375-4460-897b-cf193c5f8348,2025-06-01T11:35:42.9198380Z,3290,172,76,-1.1257783063832327,0.085897582476697,0.3737146854400635,-1.0704895485251005,0.1964931317506112,-0.5212035114288307,237,4,-1.2831089800536384,trigger-heavy,0.5631137085917765,0.2454100465559471,31.63169860839844,-3.565274417438669,0
6cf0c1f0-a090-4dcf-86cf-95e905e62fce,2025-06-01T11:39:36.3409920Z,5960,205,107,-0.8552804735764591,0.577690990162642,0.0431421622633934,0.2043163474722543,0.191810171558695,-0.9181992416904315,1,268,1.1450610424300225,grip-heavy,1.8510010543049409,0.7686784513434021,68.14353942871094,-0.0835940738368241,2
28dc3261-6d1a-4e6e-aca0-2162c706c846,2025-06-01T11:44:18.3254150Z,8040,206,130,-0.4663751677184323,1.2477172100246474,0.7511509656906128,0.3524914090066454,0.1890711258250373,-1.3076838284921064,284,21,-1.153593985383171,trigger-heavy,2.9178697119471404,0.7845350696702945,72.38743591308594,-2.5151949541196053,0
7f16691a-38aa-44ab-a180-39c89ba70609,2025-06-01T11:48:32.4086760Z,1225,100,31,-0.8923466637767788,-0.7237854633556057,0.3279486000537872,-0.3576908812143929,0.1962027156146805,-0.5362673562217947,13,125,0.9207910005218236,grip-heavy,-0.3275584322974581,-0.8962664729803187,52.04703521728516,0.3945389188862573,1
426fea50-3d2a-4d00-b622-de6c24f9b23a,2025-06-01T11:53:53.0795910Z,3745,174,95,-0.5191305669014499,0.7252202833792405,0.3130290806293487,-0.5196265625510756,0.1887362104424673,-0.3822598468873828,190,19,-1.0989261570488564,trigger-heavy,0.8732709119756361,0.2771232832097325,47.40901947021485,-2.862903569880622,0
848478ee-589f-4e72-85c6-fdb7e46a4f76,2025-06-01T11:58:03.2074860Z,1115,166,44,-0.2700827242041851,-0.9997359454630452,0.3681330382823944,-0.3275075804770868,0.1919741161515604,-0.2446840553183598,1,253,1.1445169184210149,grip-heavy,-1.0440855695631552,0.150270336594592,52.91151809692383,1.546662559202788,1
babe731c-3e0d-4a02-b45d-58604ae35bec,2025-06-01T12:03:12.0669220Z,310,163,31,-0.8349698240641952,-1.4595097913200568,17.09874725341797,-0.5638600373460669,0.1889844693973799,0.4080990576313171,12,216,1.0238263948088189,grip-heavy,-1.6648612394046485,0.1027004816139138,46.14212417602539,1.0845063247186133,1
