playerId,timestamp,score,dartsFired,balloonsPopped,head_movement,accuracy,leftControllerMovement,hand_movement,yaw_range,pitch_range,trigger_count,grip_count,grip_ratio,input_preference,score_per_throw,throws_per_s,controller_path,DevelopmentIndex
2f2b5eaf-497e-49bc-b2eb-0a51dfc2e3c9,2025-05-28T10:41:51.7812250Z,5495,243,182,-0.528707792962419,1.971696521040745,1.8459222316741943,-0.09242615224620013,0.1941651185319253,-1.8954280963379966,285,26,-1.1170387055432143,trigger-heavy,1.0144465854005273,1.3712299477653205,59.644508361816406,-3.7098691717925787
d7fc102e-cc55-4e74-bc00-da3775ba5cbe,2025-06-01T10:44:03.2957750Z,450,49,20,-1.4342288459999553,-0.12101843116192558,0.0196138694882392,-1.678249978981255,-3.6726835742339152,1.341601182400923,71,7,-1.1018148763215465,trigger-heavy,-0.7246402225746932,-1.7049540076518406,14.224772453308104,-4.093275270140831
447c0b19-a600-40c3-987f-6fa8c11a6803,2025-06-01T10:44:44.9141340Z,190,29,6,-1.4628754866853164,-1.356887361465496,0.0053828489035367,-1.5713049993851171,0.14153187802530784,-1.1361225388182867,6,35,0.7915644655075904,grip-heavy,-1.0654712273682807,-2.022086374189692,17.28779411315918,-0.885728659097347
f78e3fdd-31e4-416f-8dba-72615b6650f6,2025-06-01T10:48:49.7221210Z,2400,142,82,-0.04845630683955591,0.9185694258267206,3.099314451217652,-0.48527615786322653,0.1985190185053068,0.9521106271813013,6,194,1.0799192415701973,grip-heavy,0.2747875920013666,-0.23028850325083047,48.392852783203125,-0.37238264895930584
073ec056-6872-40c6-b88a-437b268a0e50,2025-06-01T10:49:51.8161690Z,855,35,20,-1.2542929897679826,0.8815046517486208,0.0910241603851318,-1.6931771068595798,-4.005160866499252,-0.7368499676361986,1,46,1.1015403833945985,grip-heavy,1.2495367979716936,-1.9269466642283366,13.797243118286133,-2.7274343649815846
114e34aa-c45e-48d7-b107-7c131accbd42,2025-06-01T10:50:18.5628890Z,235,14,5,-1.460278731201516,-0.4343069060089567,0.0026560281403362,-1.4923463908785657,-6.438352445981926,-0.6854755943693424,9,12,0.09205153166299147,mixed,0.2598054804420793,-2.2282224124392958,19.54925537109375,-2.4262666844081333
1ec5003f-2750-40ff-9d46-dde493186b5c,2025-06-01T10:53:31.7235350Z,5300,228,153,-0.022822817917411763,1.493241417829129,17.142812728881836,0.38621928536436284,0.18830995450101962,0.06224360602154372,2,292,1.1374141876494528,grip-heavy,1.0963467071784563,1.1333806728619313,73.35343933105469,0.007569237267275097
576f6eac-7bf1-478f-abdf-f24b2e67a9c1,2025-06-01T10:59:22.0740680Z,5820,220,117,-0.3520055105992148,0.6382789210964104,1.7335211038589478,-0.5147873837280798,0.20140912747096185,0.12742204578953314,408,6,-1.2883256641452179,trigger-heavy,1.511895481972747,1.006527726246791,47.5476188659668,-2.793397479568923
4579adb7-7462-4541-9593-724533daa2c5,2025-06-01T11:04:37.9384780Z,3395,192,118,0.33961855078185427,1.1464941794362824,0.0439464151859283,0.16643375379957426,0.20150046802984398,1.0790871716341643,271,5,-1.2793455151018558,trigger-heavy,0.37591005964994423,0.5625424130937993,67.05854034423828,-1.9197873899567097
8558403e-6c5e-4c23-ad0f-faa613b2b42f,2025-06-01T11:10:42.4511020Z,3020,194,85,0.3473255658859698,0.06307879174834498,67.50382232666016,-0.340739437448693,0.2018775405934343,1.336592132375851,37,251,0.8358537574866917,grip-heavy,0.10198629453674056,0.594255649747583,52.53254318237305,0.7793610941756235
